ANO_CENSO;TRIMESTRE;NOFORMULAR;FECHADILI;REGION;OB_FORMAL;AMPLIACION;ESTADO_ACT;MOVIMIENTO;ESTRATO;USO;USO_DOS;MESINICIO;ANOINICIO;MESREINICI;ANOREINICI;MESCULMINA;ANOCULMINA;AREATOTZC;AREAUNITGA;UNIDADESGA;PRECIOUNIG;TIPOVALOR;SIS_CONSTR;MANO_OBRAP;MANO_OBRAT;MANO_OBRAF;AREA_LOTE;AREAVENDIB;NUMUNIDEST;NUMUNIVEN;NUMUNIXVEN;NRO_EDIFIC;NRO_PISOS;CAPITULO;GRADOAVANC;PRECIOVTAX;TIPOVRDEST;AREATOTCO2;AREAVENUNI;TIPOVIVI;RANVIVI;MEZ_OBRA;CONCRETO;Destino2;id;LOCALIDAD2;DPTO_MPIO
2017;1;67272;04/04/2017;11;1;2;1;C;6;1; ;1;2015;0;0;0;0;4268;10;153;20000;2;2;25;75;0;0;10419;26;0;4;1;13;3;100;17921;1;14687;401;2;6;2;2;1;1;2;11001
2016;2;67272;07/11/2016;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;4268;10;153;20000;2;2;20;50;0;0;10419;26;0;9;1;13;2;40;17921;1;14687;401;2;6;2;2;1;2;2;11001
2016;1;67272;04/06/2016;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;4268;10;153;20000;2;2;15;35;0;0;10419;26;0;9;1;13;2;30;17921;2;14687;401;2;6;2;2;1;3;2;11001
2015;4;67272;01/19/16;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;4268;10;153;20000;2;2;7;40;0;0;10419;26;0;9;1;13;2;10;17887;1;14687;401;2;6;2;2;1;4;2;11001
2018;1;67272;02/27/18;11;1;2;3;T;6;1; ;1;2015;0;0;1;2018;4268;10;153;20000;2;2;0;0;0;0;10419;26;0;0;1;13;6;100;17868;1;14687;401;2;6;2;2;1;5;2;11001
2017;2;67272;06/03/2017;11;1;2;1;C;6;1; ;1;2015;0;0;0;0;4268;10;153;20000;2;2;25;75;0;0;10419;26;0;4;1;13;4;60;17868;1;14687;401;2;6;2;2;1;6;2;11001
2017;4;67272;11/30/17;11;1;2;1;C;6;1; ;1;2015;0;0;0;0;4268;10;153;20000;2;2;25;100;0;0;10419;26;3;0;1;13;6;10;17868;1;14687;401;2;6;2;2;1;7;2;11001
2017;3;67272;09/06/2017;11;1;2;1;C;6;1; ;1;2015;0;0;0;0;4268;10;153;20000;2;2;10;130;0;0;10419;26;1;3;1;13;5;100;17868;1;14687;401;2;6;2;2;1;8;2;11001
2015;3;67272;10/09/2015;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;4268;10;153;20000;2;2;10;20;0;0;10419;26;0;9;1;13;1;60;16672;2;14687;401;2;6;2;2;1;9;2;11001
2015;2;67272;07/08/2015;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;4268;10;153;20000;2;2;8;50;0;0;10419;26;0;9;1;13;1;30;16672;1;14687;401;2;6; ; ;1;10;2;11001
2015;1;67272;04/13/15;11;1;2;1;N;6;1;0;1;2015;0;0;0;0;4268;10;153;20000;2;2;6;34;0;2700;10419;26;17;9;1;13;1;10;16672;1;14687;401;2;6; ; ;1;11;2;11001
2018;2;86285;05/21/18;11;1;2;1;C;6;1; ;10;2017;0;0;0;0;7805;12;115;20000;2;2;15;80;0;1755;9450;48;1;10;1;19;1;60;16249;1;17255;197;2;6;2;2;1;12;2;11001
2016;4;67272;01/11/2017;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;4268;10;153;20000;2;2;18;132;0;0;10419;26;0;4;1;13;3;90;16000;1;14687;401;2;6;2;2;1;13;2;11001
2016;3;67272;10/10/2016;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;4268;10;153;20000;2;2;7;165;0;0;10419;26;5;4;1;13;2;70;16000;1;14687;401;2;6;2;2;1;14;2;11001
2018;1;86285;02/21/18;11;1;2;1;C;6;1; ;10;2017;0;0;0;0;7805;12;115;20000;2;2;6;37;0;1755;9450;48;37;11;1;19;1;20;15385;1;17255;197;2;6;2;2;1;15;2;11001
2017;4;68615;11/21/17;11;1;2;3;T;5;1; ;6;2015;0;0;11;2017;3080;11;81;20000;2;2;0;0;0;0;5825;23;1;4;1;8;6;100;14542;1;8905;253;2;6;2;2;1;16;2;11001
2017;4;86285;11/23/17;11;1;2;1;N;6;1; ;10;2017;0;0;0;0;7805;12;115;20000;2;2;11;19;0;1755;9450;48;0;48;1;19;1;5;14448;1;17255;197;2;6;2;1;1;17;2;11001
2013;4;55914;01/20/14;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;854;11;32;20000;1;2;4;16;0;0;2875;5;4;1;1;4;1;40;13500;1;3729;575;2;6; ; ;1;18;2;11001
2017;3;68615;08/28/17;11;1;2;1;C;5;1; ;6;2015;0;0;0;0;3080;11;81;20000;2;2;15;30;0;0;5825;23;3;5;1;8;6;20;13455;1;8905;253;2;6;2;2;1;19;2;11001
2016;3;68615;10/03/2016;11;1;2;1;C;5;1;0;6;2015;0;0;0;0;3080;11;81;20000;2;2;24;106;0;0;5825;23;0;10;1;8;4;30;13182;1;8905;253;2;6;2;2;1;20;2;11001
2016;4;68615;01/04/2017;11;1;2;1;C;5;1;0;6;2015;0;0;0;0;3080;11;81;20000;2;2;10;100;0;0;5825;23;0;10;1;8;5;20;13182;1;8905;253;2;6;2;2;1;21;2;11001
2017;2;65773;06/02/2017;11;1;2;3;T;6;1; ;1;2015;0;0;6;2017;987;12;42;20000;2;2;0;0;0;0;3084;21;0;5;1;9;6;100;13041;1;4071;147;2;6;2;2;1;22;2;11001
2018;2;88684;05/26/18;11;1;2;1;N;6;1; ;5;2018;0;0;0;0;639;11;32;35000;1;2;2;10;0;704;2188;12;9;3;1;7;1;4;12994;1;2827;182;2;6;2;1;1;23;2;11001
2017;3;82486;08/30/17;11;1;2;1;C;5;1; ;1;2017;0;0;0;0;1100;12;70;20000;2;2;5;100;0;0;4203;26;8;0;1;15;2;75;12850;1;5303;162;2;6;2;2;1;24;2;11001
2017;4;82486;11/23/17;11;1;2;1;C;5;1; ;1;2017;0;0;0;0;1100;12;70;20000;2;2;4;81;0;0;4203;26;0;0;1;15;3;90;12850;1;5303;162;2;6;2;2;1;25;2;11001
2018;1;82486;02/20/18;11;1;2;1;C;5;1; ;1;2017;0;0;0;0;1100;12;70;20000;2;2;6;70;0;0;4203;26;0;0;1;15;4;10;12850;1;5303;162;2;6;2;2;1;26;2;11001
2018;2;82486;05/19/18;11;1;2;1;C;5;1; ;1;2017;0;0;0;0;1100;12;70;20000;2;2;6;75;0;0;4203;26;0;0;1;15;4;85;12850;1;5303;162;2;6;2;2;1;27;2;11001
2015;1;62360;04/09/2015;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;639;11;35;20000;2;2;2;38;0;0;2063;10;0;5;1;5;3;80;12824;1;2702;206;2;6; ; ;1;28;2;11001
2018;1;86316;02/20/18;11;1;2;1;C;6;1; ;10;2017;0;0;0;0;1661;15;37;20000;2;2;4;20;0;858;3876;16;13;3;1;12;1;60;12823;1;5537;242;2;6;2;2;1;29;2;11001
2017;4;86316;11/22/17;11;1;2;1;N;6;1; ;10;2017;0;0;0;0;1661;15;37;20000;2;2;5;10;0;858;3876;16;0;16;1;12;1;15;12823;2;5537;242;2;6;2;1;1;30;2;11001
2018;2;86316;05/19/18;11;1;2;1;C;6;1; ;10;2017;0;0;0;0;1661;15;37;20000;2;2;5;30;0;858;3876;16;0;3;1;12;2;55;12823;1;5537;242;2;6;2;2;1;31;2;11001
2014;4;62360;01/21/15;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;639;11;35;20000;2;2;2;23;0;0;2063;10;0;5;1;5;2;50;12815;1;2702;206;2;6; ; ;1;32;2;11001
2014;3;62360;10/02/2014;11;1;2;1;C;6;1; ;5;2014;0;0;0;0;639;11;35;20000;2;2;3;35;0;0;2063;10;0;5;1;5;2;30;12800;1;2702;206;2;6; ; ;1;33;2;11001
2017;2;82486;05/26/17;11;1;2;1;C;5;1; ;1;2017;0;0;0;0;1100;12;70;20000;2;2;3;50;0;0;4203;26;0;8;1;15;2;30;12800;2;5303;162;2;6;2;2;1;34;2;11001
2017;1;82486;04/06/2017;11;1;2;1;N;5;1; ;1;2017;0;0;0;0;1100;12;70;20000;2;2;0;65;0;840;4203;26;18;8;1;15;1;30;12800;1;5303;162;2;6;1;1;1;35;2;11001
2017;2;68615;05/31/17;11;1;2;1;C;5;1; ;6;2015;0;0;0;0;3080;11;81;20000;2;2;30;50;0;0;5825;23;2;8;1;8;5;90;12764;1;8905;253;2;6;2;2;1;36;2;11001
2016;4;67271;01/13/17;11;1;2;3;T;6;1;0;3;2015;0;0;1;2016;1738;12;40;20000;2;2;0;0;0;0;5858;20;0;0;1;8;6;100;12655;1;7596;293;2;6;2;2;1;37;2;11001
2016;3;67271;10/11/2016;11;1;2;1;C;6;1;0;3;2015;0;0;0;0;1738;12;40;20000;2;2;15;105;0;0;5858;20;0;0;1;8;4;100;12655;1;7596;293;2;6;2;2;1;38;2;11001
2016;1;67271;04/04/2016;11;1;2;1;C;6;1;0;3;2015;0;0;0;0;1738;12;40;20000;2;2;12;138;0;0;5858;20;1;2;1;8;2;60;12655;1;7596;293;2;6;2;2;1;39;2;11001
2016;2;67271;07/11/2016;11;1;2;1;C;6;1;0;3;2015;0;0;0;0;1738;12;40;20000;2;2;8;100;0;0;5858;20;2;0;1;8;3;80;12655;1;7596;293;2;6;2;2;1;40;2;11001
2016;2;68615;07/06/2016;11;1;2;1;C;5;1;0;6;2015;0;0;0;0;3080;11;81;20000;2;2;15;115;0;0;5825;23;0;10;1;8;3;80;12604;1;8905;253;2;6;2;2;1;41;2;11001
2017;1;68615;03/27/17;11;1;2;1;C;5;1; ;6;2015;0;0;0;0;3080;11;81;20000;2;2;26;84;0;0;5825;23;0;10;1;8;5;80;12598;1;8905;253;2;6;2;2;1;42;2;11001
2017;1;65773;04/07/2017;11;1;2;1;C;6;1; ;1;2015;0;0;0;0;987;12;42;20000;2;2;14;40;0;0;3084;21;0;5;1;9;5;70;12500;1;4071;147;2;6;2;2;1;43;2;11001
2014;3;48217;10/02/2014;11;1;2;1;C;6;1;0;8;2012;0;0;0;0;1252;13;34;13000;1;2;8;80;0;0;3242;8;0;0;1;9;5;35;12500;1;4494;405;2;6; ; ;1;44;2;11001
2014;2;48217;07/03/2014;11;1;2;1;C;6;1;0;8;2012;0;0;0;0;1252;13;34;13000;1;2;4;56;0;0;3242;8;0;0;1;9;5;30;12500;1;4494;405;2;6; ; ;1;45;2;11001
2014;4;48217;01/21/15;11;1;2;1;C;6;1;0;8;2012;0;0;0;0;1252;13;34;13000;1;2;4;24;0;0;3242;8;0;0;1;9;5;80;12500;1;4494;405;2;6; ; ;1;46;2;11001
2015;1;48217;04/09/2015;11;1;2;3;T;6;1;0;8;2012;0;0;4;2015;1252;13;34;13000;1;2;0;0;0;0;3242;8;0;0;1;9;6;100;12500;1;4494;405;2;6; ; ;1;47;2;11001
2014;1;48217;03/17/14;11;1;2;1;C;6;1;0;8;2012;0;0;0;0;1252;13;34;13000;1;2;16;65;0;0;3242;8;0;0;1;9;4;60;12500;1;4494;405;2;6; ; ;1;48;2;11001
2018;1;87223;02/19/18;11;1;2;1;N;6;1; ;1;2018;0;0;0;0;454;11;45;20000;2;2;3;12;0;811;3098;31;26;5;1;7;1;5;12283;1;3552;100;2;6;2;1;1;49;2;11001
2018;2;87223;05/18/18;11;1;2;1;C;6;1; ;1;2018;0;0;0;0;454;11;45;20000;2;2;23;102;0;811;3098;31;0;5;1;7;2;20;12283;1;3552;100;2;6;2;1;1;50;2;11001
2015;2;67271;07/03/2015;11;1;2;1;C;6;1;0;3;2015;0;0;0;0;1738;12;40;20000;2;2;8;34;0;0;5858;20;0;3;1;8;1;20;12206;1;7596;293;2;6; ; ;1;51;2;11001
2018;2;87419;05/26/18;11;1;2;1;C;6;1; ;1;2018;0;0;0;0;400;10;24;14000;2;2;3;75;0;23000;2751;6;0;3;1;6;3;60;12038;1;3151;459;2;6;2;2;1;52;2;11001
2015;2;55914;07/08/2015;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;854;11;32;20000;1;2;0;20;0;0;2875;5;0;0;1;4;3;90;12000;1;3729;575;2;6; ; ;1;53;2;11001
2015;3;55914;10/09/2015;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;854;11;32;20000;1;2;0;20;0;0;2875;5;0;0;1;4;4;85;12000;1;3729;575;2;6;2;2;1;54;2;11001
2015;3;59486;10/08/2015;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;1335;13;124;20000;2;2;15;85;0;0;7422;56;2;0;1;11;2;95;12000;1;8757;133;2;6;2;2;1;55;2;11001
2015;4;55914;01/19/16;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;854;11;32;20000;1;2;0;12;0;0;2875;5;0;0;1;4;5;50;12000;1;3729;575;2;6;2;2;1;56;2;11001
2015;4;59486;01/18/16;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;1335;13;124;20000;2;2;10;50;0;0;7422;56;0;0;1;11;3;100;12000;1;8757;133;2;6;2;2;1;57;2;11001
2016;1;59486;04/09/2016;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;1335;13;124;20000;2;2;15;80;0;0;7422;56;0;0;1;11;4;10;12000;1;8757;133;2;6;2;2;1;58;2;11001
2016;1;55914;04/06/2016;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;854;11;32;20000;1;2;0;20;0;0;2875;5;0;0;1;4;5;80;12000;1;3729;575;2;6;2;2;1;59;2;11001
2015;1;55914;04/13/15;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;854;11;32;20000;1;2;0;18;0;0;2875;5;0;0;1;4;3;70;12000;1;3729;575;2;6; ; ;1;60;2;11001
2014;4;55914;01/27/15;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;854;11;32;20000;1;2;1;18;0;0;2875;5;0;0;1;4;3;60;12000;1;3729;575;2;6; ; ;1;61;2;11001
2014;2;55914;07/21/14;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;854;11;32;20000;1;2;5;30;0;0;2875;5;0;0;1;4;2;54;12000;1;3729;575;2;6; ; ;1;62;2;11001
2014;1;55914;03/14/14;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;854;11;32;20000;1;2;4;19;0;0;2875;5;1;0;1;4;2;10;12000;1;3729;575;2;6; ; ;1;63;2;11001
2014;3;55914;10/18/14;11;1;2;1;C;6;1;0;9;2013;0;0;0;0;854;11;32;20000;1;2;2;33;0;0;2875;5;0;0;1;4;3;10;12000;1;3729;575;2;6; ; ;1;64;2;11001
2014;3;59486;10/02/2014;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;1335;13;124;20000;2;2;10;50;0;0;7422;56;0;56;1;11;2;60;12000;1;8757;133;2;6; ; ;1;65;2;11001
2016;2;55914;07/11/2016;11;1;2;3;T;6;1;0;9;2013;0;0;5;2016;854;11;32;20000;1;2;0;0;0;0;2875;5;0;0;1;4;6;100;12000;1;3729;575;2;6;2;2;1;66;2;11001
2016;2;59486;07/01/2016;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;1335;13;124;20000;2;2;5;115;0;0;7422;56;0;0;1;11;4;70;12000;1;8757;133;2;6;2;2;1;67;2;11001
2016;3;59486;10/13/16;11;1;2;3;T;6;1;0;1;2014;0;0;10;2016;1335;13;124;20000;2;2;0;0;0;0;7422;56;0;0;1;11;6;100;12000;1;8757;133;2;6;2;2;1;68;2;11001
2016;4;65773;01/16/17;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;987;12;42;20000;2;2;7;50;0;0;3084;21;0;5;1;9;5;50;12000;1;4071;147;2;6;2;2;1;69;2;11001
2013;4;48239;01/23/14;11;1;2;1;C;6;2;1;8;2012;0;0;0;0;408;14;20;13000;1;2;20;55;0;0;2384;7;0;0;1;8;5;10;11970;2;2792;341;2;6; ; ;1;70;2;11001
2015;2;59486;07/02/2015;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;1335;13;124;20000;2;2;17;123;0;0;7422;56;3;2;1;11;2;80;11939;1;8757;133;2;6; ; ;1;71;2;11001
2016;1;68615;04/05/2016;11;1;2;1;C;5;1;0;6;2015;0;0;0;0;3080;11;81;20000;2;2;15;140;0;0;5825;23;0;10;1;8;2;70;11927;1;8905;253;2;6;2;2;1;72;2;11001
2014;2;59474;07/23/14;11;1;2;1;C;6;1;0;11;2013;0;0;0;0;4241;11;99;20000;2;2;7;45;0;0;8105;28;26;2;1;9;2;5;11881;1;12346;289;2;6; ; ;1;73;2;11001
2014;3;59474;10/17/14;11;1;2;1;C;6;1;0;11;2013;0;0;0;0;4241;11;99;20000;2;2;12;58;0;0;8105;28;2;0;1;9;2;80;11851;1;12346;289;2;6; ; ;1;74;2;11001
2014;4;59474;01/16/15;11;1;2;1;C;6;1;0;11;2013;0;0;0;0;4241;11;99;20000;2;2;10;61;0;0;8105;28;0;0;1;9;2;90;11851;1;12346;289;2;6; ; ;1;75;2;11001
2015;1;59474;04/11/2015;11;1;2;1;C;6;1;0;11;2013;0;0;0;0;4241;11;99;20000;2;2;10;60;0;0;8105;28;0;0;1;9;2;91;11851;1;12346;289;2;6; ; ;1;76;2;11001
2015;2;59474;07/07/2015;11;1;2;1;C;6;1;0;11;2013;0;0;0;0;4241;11;99;20000;2;2;16;64;0;0;8105;28;0;0;1;9;3;80;11851;1;12346;289;2;6; ; ;1;77;2;11001
2015;3;59474;10/09/2015;11;1;2;1;C;6;1;0;11;2013;0;0;0;0;4241;11;99;20000;2;2;12;68;0;0;8105;28;0;0;1;9;4;20;11851;1;12346;289;2;6;2;2;1;78;2;11001
2016;1;59474;04/06/2016;11;1;2;3;T;6;1;0;11;2013;0;0;4;2016;4241;11;99;20000;2;2;0;0;0;0;8105;28;0;0;1;9;6;100;11851;1;12346;289;2;6;2;2;1;79;2;11001
2015;4;59474;01/19/16;11;1;2;1;C;6;1;0;11;2013;0;0;0;0;4241;11;99;20000;2;2;4;86;0;0;8105;28;0;0;1;9;4;100;11851;1;12346;289;2;6;2;2;1;80;2;11001
2015;4;67271;01/12/2016;11;1;2;1;C;6;1;0;3;2015;0;0;0;0;1738;12;40;20000;2;2;6;29;0;0;5858;20;0;3;1;8;2;40;11839;1;7596;293;2;6;2;2;1;81;2;11001
2015;3;67271;10/05/2015;11;1;2;1;C;6;1;0;3;2015;0;0;0;0;1738;12;40;20000;2;2;5;30;0;0;5858;20;0;3;1;8;2;30;11839;1;7596;293;2;6;2;2;1;82;2;11001
2014;2;59473;07/02/2014;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;851;10;71;15000;1;2;9;24;0;0;4712;22;0;10;1;10;1;20;11800;1;5563;214;2;6; ; ;1;83;2;11001
2014;1;59473;03/14/14;11;1;2;1;N;6;1;0;1;2014;0;0;0;0;851;10;71;15000;1;2;9;16;0;825;4712;22;12;10;1;10;1;5;11800;1;5563;214;2;6; ; ;1;84;2;11001
2015;1;67273;04/13/15;11;1;2;1;N;6;1;0;1;2015;0;0;0;0;1960;13;39;20000;2;2;6;34;0;2700;4131;10;10;0;1;11;1;10;11791;1;6091;413;2;6; ; ;1;85;2;11001
2015;3;67273;10/09/2015;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;1960;13;39;20000;2;2;10;20;0;0;4131;10;0;0;1;11;1;60;11791;1;6091;413;2;6;2;2;1;86;2;11001
2015;2;67273;07/08/2015;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;1960;13;39;20000;2;2;7;50;0;0;4131;10;0;0;1;11;1;30;11791;1;6091;413;2;6; ; ;1;87;2;11001
2015;4;67273;01/19/16;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;1960;13;39;20000;2;2;7;40;0;0;4131;10;0;0;1;11;2;10;11791;1;6091;413;2;6;2;2;1;88;2;11001
2018;1;67273;02/27/18;11;1;2;3;T;6;1; ;1;2015;0;0;1;2018;1960;13;39;20000;2;2;0;0;0;0;4131;10;0;0;1;11;6;100;11791;1;6091;413;2;6;2;2;1;89;2;11001
2016;1;67273;04/06/2016;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;1960;13;39;20000;2;2;15;30;0;0;4131;10;0;0;1;11;2;30;11791;1;6091;413;2;6;2;2;1;90;2;11001
2016;2;67273;07/11/2016;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;1960;13;39;20000;2;2;10;30;0;0;4131;10;0;0;1;11;2;40;11791;1;6091;413;2;6;2;2;1;91;2;11001
2016;4;67273;01/11/2017;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;1960;13;39;20000;2;2;18;132;0;0;4131;10;0;0;1;11;3;90;11791;1;6091;413;2;6;2;2;1;92;2;11001
2016;3;67273;10/10/2016;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;1960;13;39;20000;2;2;8;165;0;0;4131;10;0;0;1;11;2;70;11791;1;6091;413;2;6;2;2;1;93;2;11001
2017;1;67273;04/04/2017;11;1;2;1;C;6;1; ;1;2015;0;0;0;0;1960;13;39;20000;2;2;25;75;0;0;4131;10;0;0;1;11;3;100;11791;1;6091;413;2;6;2;2;1;94;2;11001
2017;2;67273;06/03/2017;11;1;2;1;C;6;1; ;1;2015;0;0;0;0;1960;13;39;20000;2;2;25;75;0;0;4131;10;0;0;1;11;4;60;11791;1;6091;413;2;6;2;2;1;95;2;11001
2017;4;67273;11/30/17;11;1;2;1;C;6;1; ;1;2015;0;0;0;0;1960;13;39;20000;2;2;25;100;0;0;4131;10;0;0;1;11;6;10;11791;1;6091;413;2;6;2;2;1;96;2;11001
2017;3;67273;09/06/2017;11;1;2;1;C;6;1; ;1;2015;0;0;0;0;1960;13;39;20000;2;2;10;130;0;0;4131;10;0;0;1;11;5;100;11791;1;6091;413;2;6;2;2;1;97;2;11001
2015;1;65773;04/11/2015;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;987;12;42;20000;2;2;6;34;0;0;3084;21;14;7;1;9;1;24;11745;1;4071;147;2;6; ; ;1;98;2;11001
2014;4;65773;01/16/15;11;1;2;1;N;6;1;0;1;2015;0;0;0;0;987;12;42;20000;2;2;2;8;0;738;3084;21;0;21;1;9;1;10;11745;1;4071;147;2;6; ; ;1;99;2;11001
2018;1;78987;02/20/18;11;1;2;3;T;5;1; ;5;2016;0;0;1;2018;623;11;16;20000;2;2;0;0;0;0;1346;7;0;0;1;8;6;100;11687;1;1969;192;2;6;2;2;1;100;2;11001
2017;3;78987;08/30/17;11;1;2;1;C;5;1; ;5;2016;0;0;0;0;623;16;11;20000;2;2;1;20;0;0;1346;7;0;0;1;8;3;100;11687;1;1969;192;2;6;2;2;1;101;2;11001
2017;4;78987;11/23/17;11;1;2;1;C;5;1; ;5;2016;0;0;0;0;623;11;16;20000;2;2;6;24;0;0;1346;7;0;0;1;8;5;40;11687;1;1969;192;2;6;2;2;1;102;2;11001
2017;2;78987;05/30/17;11;1;2;1;C;5;1; ;5;2016;0;0;0;0;623;16;11;20000;2;2;5;15;0;0;1346;7;0;0;1;8;2;100;11687;1;1969;192;2;6;2;2;1;103;2;11001
2017;1;78987;04/06/2017;11;1;2;1;C;5;1; ;5;2016;0;0;0;0;623;16;11;20000;2;2;2;38;0;0;1346;7;1;0;1;8;2;90;11687;1;1969;192;2;6;2;2;1;104;2;11001
2016;4;78987;01/13/17;11;1;2;1;C;5;1; ;5;2016;0;0;0;0;623;16;11;20000;2;2;6;20;0;0;1346;7;0;1;1;8;2;20;11687;1;1969;192;2;6;2;2;1;105;2;11001
2015;1;67271;04/09/2015;11;1;2;1;N;6;1;0;3;2015;0;0;0;0;1738;12;40;20000;2;2;3;13;0;1365;5858;20;17;3;1;8;1;1;11532;1;7596;293;2;6; ; ;1;106;2;11001
2015;2;62360;07/07/2015;11;1;2;1;C;6;1;0;5;2014;0;0;0;0;639;11;35;20000;2;2;3;65;0;0;2063;10;0;5;1;5;3;100;11512;1;2702;206;2;6; ; ;1;107;2;11001
2013;4;48217;01/27/14;11;1;2;1;C;6;1;0;8;2012;0;0;0;0;1252;13;34;13000;1;2;6;39;0;0;3242;8;0;0;1;9;3;100;11500;1;4494;405;2;6; ; ;1;108;2;11001
2013;3;55914;10/11/2013;11;1;2;1;N;6;1;0;9;2013;0;0;0;0;854;11;32;20000;1;2;4;8;0;808;2875;5;0;5;1;4;1;35;11500;1;3729;575;2;6; ; ;1;109;2;11001
2013;3;48217;10/15/13;11;1;2;1;C;6;1;0;8;2012;0;0;0;0;1252;13;34;13000;1;2;6;35;0;0;3242;8;0;0;1;9;3;90;11500;1;4494;405;2;6; ; ;1;110;2;11001
2014;2;59486;07/02/2014;11;1;2;1;C;6;1;0;1;2014;0;0;0;0;1335;13;124;20000;2;2;8;37;0;0;7422;56;0;56;1;11;2;10;11467;1;8757;133;2;6; ; ;1;111;2;11001
2016;3;65773;10/14/16;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;987;12;42;20000;2;2;16;53;0;0;3084;21;0;5;1;9;5;10;11450;1;4071;147;2;6;2;2;1;112;2;11001
2016;1;65773;04/07/2016;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;987;12;42;20000;2;2;11;70;0;0;3084;21;0;6;1;9;2;100;11450;2;4071;147;2;6;2;2;1;113;2;11001
2014;3;50018;10/02/2014;11;1;2;1;C;6;1;0;12;2012;0;0;0;0;2843;10;173;15000;1;2;20;92;0;0;6460;28;0;3;1;9;4;10;11448;1;9303;231;2;6; ; ;1;114;2;11001
2015;4;65773;01/15/16;11;1;2;1;C;6;1;0;1;2015;0;0;0;0;987;12;42;20000;2;2;5;48;0;0;3084;21;0;6;1;9;2;70;11427;1;4071;147;2;6;2;2;1;115;2;11001
2015;2;50018;07/02/2015;11;1;2;1;C;6;1;0;12;2012;0;0;0;0;2843;10;173;15000;1;2;5;60;0;0;6460;28;0;0;1;9;5;95;11416;1;9303;231;2;6; ; ;1;116;2;11001
2015;3;50018;10/08/2015;11;1;2;3;T;6;1;0;12;2012;0;0;10;2015;2843;10;173;15000;1;2;0;0;0;0;6460;28;0;0;1;9;6;100;11416;1;9303;231;2;6;2;2;1;117;2;11001
2015;1;50018;04/07/2015;11;1;2;1;C;6;1;0;12;2012;0;0;0;0;2843;10;173;15000;1;2;5;55;0;0;6460;28;0;0;1;9;5;90;11416;1;9303;231;2;6; ; ;1;118;2;11001
2014;4;50018;01/20/15;11;1;2;1;C;6;1;0;12;2012;0;0;0;0;2843;10;173;15000;1;2;6;70;0;0;6460;28;3;0;1;9;5;80;11416;1;9303;231;2;6; ; ;1;119;2;11001
2018;1;86314;02/19/18;11;1;2;1;C;6;1; ;11;2017;0;0;0;0;8066;11;178;20000;2;2;22;62;0;2100;18822;95;95;0;1;20;2;20;11375;1;26888;198;2;6;2;2;1;120;2;11001
2017;4;86314;11/22/17;11;1;2;1;N;6;1; ;11;2017;0;0;0;0;8066;11;178;20000;2;2;15;55;0;2100;18822;95;0;95;1;20;2;9;11375;2;26888;198;2;6;2;1;1;121;2;11001
2018;2;86314;05/18/18;11;1;2;1;C;6;1; ;11;2017;0;0;0;0;8066;11;178;20000;2;2;32;100;0;2100;18822;95;0;0;1;20;2;40;11375;2;26888;198;2;6;2;2;1;122;2;11001
2017;2;82492;05/26/17;11;1;2;1;C;5;1; ;2;2017;0;0;0;0;1705;11;125;18000;1;2;8;25;0;0;6168;48;0;24;1;9;1;60;11360;1;7873;129;2;6;2;2;1;123;2;11001
2017;3;82492;08/28/17;11;1;2;1;C;5;1; ;2;2017;0;0;0;0;1705;11;125;18000;1;2;10;20;0;0;6168;48;0;24;1;9;1;70;11360;2;7873;129;2;6;2;2;1;124;2;11001
