ANO_CENSO;TRIMESTRE;NOFORMULAR;FECHADILI;REGION;OB_FORMAL;AMPLIACION;ESTADO_ACT;MOVIMIENTO;ESTRATO;USO;USO_DOS;MESINICIO;ANOINICIO;MESREINICI;ANOREINICI;MESCULMINA;ANOCULMINA;AREATOTZC;AREAUNITGA;UNIDADESGA;PRECIOUNIG;TIPOVALOR;SIS_CONSTR;MANO_OBRAP;MANO_OBRAT;MANO_OBRAF;AREA_LOTE;AREAVENDIB;NUMUNIDEST;NUMUNIVEN;NUMUNIXVEN;NRO_EDIFIC;NRO_PISOS;CAPITULO;GRADOAVANC;PRECIOVTAX;TIPOVRDEST;AREATOTCO2;AREAVENUNI;TIPOVIVI;RANVIVI;MEZ_OBRA;CONCRETO;Destino2;id;LOCALIDAD2;DPTO_MPIO
2016;1;70936;03/11/2016;11;1;2;1;C;3;1; ;7;2015;0;0;0;0;174;12;5;15000;2;2;0;8;0;0;732;12;0;0;1;4;3;10;1553;1;906;61;2;5;2;2;1;27399;10;11001
2016;2;70936;06/17/16;11;1;2;1;C;3;1; ;7;2015;0;0;0;0;174;12;5;15000;2;2;2;10;0;0;732;12;0;0;1;4;4;100;1553;2;906;61;2;5;2;2;1;27400;10;11001
2016;3;70936;09/16/16;11;1;2;3;T;3;1; ;7;2015;0;0;9;2016;174;12;5;15000;2;2;0;0;0;0;732;12;0;0;1;4;6;100;1553;1;906;61;2;5;2;2;1;27401;10;11001
2012;2;43234;07/17/12;11;1;2;1;C;3;1;0;1;2012;0;0;0;0;185;11;9;10000;1;2;0;8;0;0;939;8;3;2;0;0;3;60;1551;1;1124;117;2;6; ; ;1;27402;9;11001
2012;2;43151;07/17/12;11;1;2;1;C;3;1;0;1;2012;0;0;0;0;824;10;49;9000;1;2;0;24;0;0;3752;52;2;2;0;0;2;50;1551;1;4576;72;2;5; ; ;1;27403;9;11001
2013;1;38616;03/13/13;11;1;2;3;T;3;2;0;10;2010;0;0;3;2013;72;0;0;0;0;2;0;0;0;0;408;6;0;0;0;0;6;100;1551;2;480;68;1;4; ; ;1;27404;16;11001
2013;1;47539;03/21/13;11;1;2;3;T;3;1;0;7;2012;0;0;3;2013;48;10;6;13000;1;2;0;0;0;0;480;7;0;3;1;4;6;100;1550;1;528;69;2;5; ; ;1;27405;10;11001
2013;1;48627;04/15/13;11;2;2;2;I;3;2;1;8;2012;0;0;0;0;33;11;4;9000;1;2;0;0;0;0;282;4;0;0;1;3;4;40;1550;2;315;71;2;5; ; ;1;27406;11;11001
2012;4;47319;12/14/12;11;1;2;1;C;3;1;0;5;2012;0;0;0;0;20;0;0;0;0;2;0;6;0;0;212;4;2;2;1;4;2;90;1550;1;232;53;2;5; ; ;1;27407;15;11001
2012;4;47512;12/03/2012;11;1;2;3;T;2;1;0;4;2012;0;0;11;2012;84;0;0;0;0;1;0;0;0;0;1224;24;0;0;0;0;6;100;1550;1;1308;51;2;5; ; ;1;27408;8;11001
2012;4;49351;12/03/2012;11;1;2;1;N;2;1;0;11;2012;0;0;0;0;308;0;0;0;0;3;3;7;0;16439;2672;48;48;0;2;6;1;20;1550;1;2980;56;2;5; ; ;1;27409;8;11001
2012;4;49353;12/03/2012;11;1;2;1;N;2;1;0;11;2012;0;0;0;0;318;0;0;0;0;3;4;8;0;16439;2672;48;48;0;2;6;1;10;1550;1;2990;56;2;5; ; ;1;27410;8;11001
2012;4;47840;12/19/12;11;1;2;3;T;2;1;0;8;2012;0;0;11;2012;729;0;0;0;0;3;0;0;0;0;4871;96;0;0;4;6;6;100;1550;1;5600;51;1;4; ; ;1;27411;10;11001
2012;4;49352;12/03/2012;11;1;2;1;N;2;1;0;10;2012;0;0;0;0;308;0;0;0;0;3;3;7;0;16439;2672;48;48;0;2;6;1;80;1550;1;2980;56;2;5; ; ;1;27412;8;11001
2012;4;53268;12/03/2012;11;1;2;1;N;2;1;0;11;2012;0;0;0;0;318;0;0;0;0;3;4;8;0;16439;2672;48;48;0;2;6;1;10;1550;1;2990;56;2;5; ; ;1;27413;8;11001
2012;4;47511;12/03/2012;11;1;2;3;T;2;1;0;4;2012;0;0;11;2012;84;0;0;0;0;1;0;0;0;0;1224;24;0;0;0;0;6;100;1550;1;1308;51;2;5; ; ;1;27414;8;11001
2013;2;48582;05/25/13;11;1;2;1;C;2;1;0;8;2012;0;0;0;0;294;0;0;0;0;2;1;12;0;0;3060;60;0;0;1;15;3;35;1550;1;3354;51;1;4; ; ;1;27415;4;11001
2013;2;48584;05/25/13;11;1;2;1;C;2;1;0;8;2012;0;0;0;0;265;0;0;0;0;2;1;12;0;0;2856;56;0;0;1;14;3;20;1550;1;3121;51;1;4; ; ;1;27416;4;11001
2013;2;48583;05/25/13;11;1;2;1;C;2;1;0;8;2012;0;0;0;0;405;0;0;0;0;2;1;12;0;0;1428;28;0;0;1;15;3;35;1550;1;1833;51;1;4; ; ;1;27417;4;11001
2013;2;49198;05/25/13;11;1;2;1;C;2;1;0;10;2012;0;0;0;0;179;0;0;0;0;2;2;14;0;0;2854;56;31;0;1;14;2;10;1550;1;3033;51;1;4; ; ;1;27418;4;11001
2013;2;49172;05/25/13;11;1;2;1;C;2;1;0;10;2012;0;0;0;0;179;0;0;0;0;2;2;14;0;0;2854;56;0;2;1;14;2;10;1550;1;3033;51;1;4; ; ;1;27419;4;11001
2013;2;50182;07/23/13;11;2;2;2;I;3;2;3;1;2013;0;0;0;0;30;0;0;0;0;2;0;0;0;0;300;4;0;0;1;2;2;50;1550;1;330;75;2;5; ; ;1;27420;11;11001
2013;4;54958;12/10/2013;11;1;2;1;C;3;1;0;7;2013;0;0;0;0;211;10;6;9000;1;2;0;5;0;0;564;12;0;12;1;4;2;70;1550;1;775;47;1;4; ; ;1;27421;16;11001
2013;4;53511;01/13/14;11;1;2;1;C;3;2;1;7;2013;0;0;0;0;37;0;0;0;0;2;0;4;0;0;384;6;0;0;1;4;2;90;1550;1;421;64;2;5; ; ;1;27422;11;11001
2013;4;47659;12/19/13;11;1;2;1;C;3;1;0;8;2012;0;0;0;0;1340;0;0;0;0;2;6;45;0;0;8925;167;0;0;1;21;5;90;1550;1;10265;53;2;5; ; ;1;27423;8;11001
2014;1;16262;03/08/2014;11;1;2;4;C;3;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;1;0;0;0;0;4;60;1550;1;600;600;0;0; ; ;1;27424;12;11001
2014;1;42310;02/10/2014;11;1;2;1;C;2;1;0;10;2011;0;0;0;0;210;0;0;0;0;2;13;10;0;0;2268;48;0;0;0;0;2;73;1550;1;2478;47;1;4; ; ;1;27425;8;11001
2014;1;52636;03/07/2014;11;2;2;1;C;2;1;0;5;2013;0;0;0;0;122;0;0;0;0;2;2;8;0;0;2257;48;0;0;1;6;4;20;1550;1;2379;47;1;4; ; ;1;27426;7;11001
2014;1;42311;02/10/2014;11;1;2;2;C;2;1;0;10;2011;0;0;0;0;75;0;0;0;0;2;0;0;0;0;1295;18;0;11;1;6;2;40;1550;1;2740;72;2;5; ; ;1;27427;8;11001
2013;3;51245;09/24/13;11;2;2;3;T;3;2;1;2;2013;0;0;9;2013;153;0;0;0;0;2;0;0;0;0;651;9;0;0;1;3;6;100;1550;1;804;72;2;5; ; ;1;27428;8;11001
2013;3;48269;10/05/2013;11;1;2;3;T;3;1;0;8;2012;0;0;9;2013;20;12;3;8000;1;2;0;0;0;0;268;3;3;0;1;4;6;100;1550;1;288;89;2;5; ; ;1;27429;1;11001
2012;2;41635;07/19/12;11;1;2;2;C;3;1; ;1;2011;0;0;0;0;47;10;4;7000;1;2;0;0;0;0;466;4;0;4;0;0;5;95;1550;2;513;117;2;5; ; ;1;27430;12;11001
2012;2;41106;07/21/12;11;1;2;2;C;3;2;0;4;2011;0;0;0;0;38;0;0;0;0;1;0;0;0;1;260;4;0;0;0;0;3;70;1550;2;298;65;2;5; ; ;1;27431;9;11001
2012;2;46429;07/23/12;11;1;2;1;N;3;1;0;4;2012;0;0;0;0;1073;0;0;0;0;2;3;53;0;12730;8170;167;161;6;1;21;2;10;1550;1;9243;49;1;4; ; ;1;27432;8;11001
2012;3;43220;08/30/12;11;1;2;1;C;3;1;0;11;2011;0;0;0;0;3684;0;0;0;0;3;7;90;0;0;18038;334;0;0;0;0;2;70;1550;1;21722;54;2;5; ; ;1;27433;19;11001
2012;3;43221;08/30/12;11;1;2;2;I;3;1;0;12;2011;0;0;0;0;1842;0;0;0;0;3;0;0;0;0;9019;167;0;0;0;0;2;15;1550;1;10861;54;2;5; ; ;1;27434;19;11001
2012;3;46429;09/14/12;11;1;2;1;C;3;1;0;4;2012;0;0;0;0;1073;0;0;0;0;2;4;22;0;0;8170;167;6;0;0;0;2;70;1550;1;9243;49;1;4; ; ;1;27435;8;11001
2012;4;44054;12/03/2012;11;1;2;3;T;2;1; ;3;2012;0;0;10;2012;216;0;0;0;0;2;0;0;0;0;2232;48;0;0;0;0;6;100;1550;1;2448;47;1;4; ; ;1;27436;8;11001
2012;4;46258;12/21/12;11;1;2;3;T;2;1;0;6;2012;0;0;11;2012;290;0;0;0;0;2;0;0;0;0;3655;72;0;0;0;0;6;100;1550;1;3945;51;1;4; ; ;1;27437;8;11001
2012;4;44053;12/03/2012;11;1;2;3;T;2;1; ;2;2012;0;0;10;2012;216;0;0;0;0;2;0;0;0;0;2232;48;0;0;0;0;6;100;1550;1;2448;47;1;4; ; ;1;27438;8;11001
2018;1;16262;02/26/18;11;1;2;4;C;3;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;1;0;0;0;0;4;60;1550;2;600;600;0;0;2;2;1;27439;12;11001
2015;4;69418;12/15/15;11;1;2;1;N;3;2;1;1;2015;11;2015;0;0;29;0;0;0;0;2;0;4;0;96;240;6;0;0;1;4;2;60;1550;1;269;40;1;3;1;1;1;27440;16;11001
2015;4;71449;12/02/2015;11;1;2;1;C;3;2;1;7;2015;0;0;0;0;117;0;0;0;0;2;0;3;0;0;661;7;0;0;1;5;3;10;1550;1;778;94;2;5;2;2;1;27441;16;11001
2016;1;63306;02/09/2016;11;1;2;3;T;3;1;0;7;2014;0;0;2;2016;470;0;0;0;0;2;0;0;0;0;5820;112;0;0;1;14;6;100;1550;1;6290;52;1;4;2;2;1;27442;19;11001
2016;1;16262;03/08/2016;11;1;2;4;C;3;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;1;0;0;0;0;4;60;1550;2;600;600;0;0;2;2;1;27443;12;11001
2016;1;52522;02/13/16;11;1;2;3;T;3;2;1;4;2013;0;0;2;2016;82;0;0;0;0;2;0;0;0;0;312;6;0;0;1;3;6;100;1550;1;394;52;1;4;2;2;1;27444;18;11001
2016;1;63307;02/09/2016;11;1;2;1;C;3;1;0;7;2014;0;0;0;0;470;0;0;0;0;2;1;34;0;0;5820;112;0;0;1;14;5;10;1550;1;6290;52;1;4;2;2;1;27445;19;11001
2015;4;16262;12/05/2015;11;1;2;4;C;3;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;1;0;0;0;0;4;60;1550;2;600;600;0;0;2;2;1;27446;12;11001
2015;4;66171;11/13/15;11;1;2;2;C;3;2;1;12;2014;0;0;0;0;154;0;0;0;0;2;0;0;0;0;220;4;0;0;1;3;2;100;1550;2;374;55;1;4;2;2;1;27447;18;11001
2015;4;68594;12/23/15;11;1;2;1;C;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;10;20;0;0;2661;48;0;0;1;12;2;90;1550;1;3012;55;1;4; ; ;1;27448;9;11001
2015;4;68593;12/18/15;11;1;2;1;C;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;10;20;0;0;2661;48;0;0;1;12;3;80;1550;1;3012;55;1;4; ; ;1;27449;9;11001
2015;4;63306;11/04/2015;11;1;2;1;C;3;1;0;7;2014;0;0;0;0;470;0;0;0;0;2;4;20;0;0;5820;112;0;0;1;14;4;90;1550;1;6290;52;1;4;2;2;1;27450;19;11001
2015;4;67077;12/10/2015;11;1;2;2;I;3;2;1;3;2015;0;0;0;0;36;0;0;0;0;2;0;0;0;0;372;6;0;0;1;3;4;10;1550;2;408;62;2;5;2;2;1;27451;10;11001
2015;4;63307;11/04/2015;11;1;2;1;C;3;1;0;7;2014;0;0;0;0;470;0;0;0;0;2;4;20;0;0;5820;112;0;0;1;14;4;60;1550;1;6290;52;1;4;2;2;1;27452;19;11001
2015;4;68481;11/24/15;11;1;2;2;C;2;1;0;4;2015;0;0;0;0;148;11;12;10000;2;2;0;0;0;0;852;12;0;12;1;5;2;40;1550;2;1000;71;2;5;2;2;1;27453;6;11001
2015;4;68587;12/23/15;11;1;2;3;T;2;1;0;4;2015;0;0;10;2015;351;0;0;0;0;2;0;0;0;0;2661;48;0;0;1;12;6;100;1550;1;3012;55;1;4; ; ;1;27454;9;11001
2015;4;62801;11/04/2015;11;2;2;3;T;3;2;1;7;2014;0;0;11;2015;90;0;0;0;0;2;0;0;0;0;410;7;0;0;1;5;6;100;1550;1;500;59;1;4;2;2;1;27455;14;11001
2015;4;68596;12/23/15;11;1;2;1;C;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;10;20;0;0;2661;48;0;0;1;12;3;100;1550;1;3012;55;1;4; ; ;1;27456;9;11001
2015;4;68592;12/23/15;11;1;2;1;C;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;10;20;0;0;2661;48;0;0;1;12;3;80;1550;1;3012;55;1;4; ; ;1;27457;9;11001
2015;4;68588;12/23/15;11;1;2;3;T;2;1;0;4;2015;0;0;10;2015;351;0;0;0;0;2;0;0;0;0;2661;48;0;0;1;12;6;100;1550;1;3012;55;1;4; ; ;1;27458;9;11001
2015;4;68595;12/23/15;11;1;2;1;C;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;10;20;0;0;2661;48;0;0;1;12;2;90;1550;1;3012;55;1;4; ; ;1;27459;9;11001
2015;3;68593;09/01/2015;11;1;2;1;C;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;7;11;0;0;2661;48;0;0;1;12;2;35;1550;1;3012;55;1;4;2;1;1;27460;9;11001
2015;3;63307;08/05/2015;11;1;2;1;C;3;1;0;7;2014;0;0;0;0;470;0;0;0;0;2;1;25;0;0;5820;112;0;0;1;14;3;40;1550;1;6290;52;1;4; ; ;1;27461;19;11001
2015;3;68588;09/01/2015;11;1;2;1;C;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;7;11;0;0;2661;48;0;0;1;12;2;80;1550;1;3012;55;1;4;2;1;1;27462;9;11001
2015;3;69425;09/05/2015;11;2;2;1;C;3;2;1;6;2015;0;0;0;0;155;0;0;0;0;2;0;7;0;0;321;6;0;0;1;4;3;100;1550;2;476;54;1;4;2;2;1;27463;10;11001
2015;3;68594;09/01/2015;11;1;2;1;C;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;7;11;0;0;2661;48;0;0;1;12;2;80;1550;1;3012;55;1;4;2;1;1;27464;9;11001
2015;3;67077;09/05/2015;11;1;2;1;C;3;2;1;3;2015;0;0;0;0;36;0;0;0;0;2;0;7;0;0;372;6;0;0;1;3;3;100;1550;2;408;62;2;5;2;2;1;27465;10;11001
2015;3;63306;08/05/2015;11;1;2;1;C;3;1;0;7;2014;0;0;0;0;470;0;0;0;0;2;1;25;0;0;5820;112;0;0;1;14;3;50;1550;1;6290;52;1;4; ; ;1;27466;19;11001
2015;3;68596;09/01/2015;11;1;2;1;C;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;7;11;0;0;2661;48;0;0;1;12;2;40;1550;1;3012;55;1;4;2;1;1;27467;9;11001
2015;3;68592;09/01/2015;11;1;2;1;C;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;7;11;0;0;2661;48;0;0;1;12;2;80;1550;1;3012;55;1;4;2;1;1;27468;9;11001
2015;3;68587;09/01/2015;11;1;2;1;C;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;7;11;0;0;2661;48;0;0;1;12;2;80;1550;1;3012;55;1;4;2;1;1;27469;9;11001
2015;3;68595;09/01/2015;11;1;2;1;C;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;7;11;0;0;2661;48;0;0;1;12;2;60;1550;1;3012;55;1;4;2;1;1;27470;9;11001
2015;3;66171;08/14/15;11;1;2;2;C;3;2;1;12;2014;0;0;0;0;154;0;0;0;0;2;0;0;0;0;220;4;0;0;1;3;2;100;1550;2;374;55;1;4; ; ;1;27471;18;11001
2015;3;16262;09/04/2015;11;1;2;4;C;3;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;1;0;0;0;0;4;60;1550;2;600;600;0;0;2;2;1;27472;12;11001
2015;2;66171;05/16/15;11;1;2;2;I;3;2;1;12;2014;0;0;0;0;154;0;0;0;0;2;0;0;0;0;220;4;0;0;1;3;2;30;1550;2;374;55;1;4; ; ;1;27473;18;11001
2015;2;68593;06/01/2015;11;1;2;1;N;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;11;14;0;60296;2661;48;48;0;1;12;1;10;1550;1;3012;55;1;4; ; ;1;27474;9;11001
2015;2;68587;06/01/2015;11;1;2;1;N;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;11;14;0;60296;2661;48;48;0;1;12;2;50;1550;1;3012;55;1;4; ; ;1;27475;9;11001
2015;2;63307;05/23/15;11;1;2;1;C;3;1;0;7;2014;0;0;0;0;470;0;0;0;0;2;8;38;0;0;5820;112;0;0;1;14;2;70;1550;1;6290;52;1;4; ; ;1;27476;19;11001
2015;2;68595;06/01/2015;11;1;2;1;N;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;13;16;0;60296;2661;48;48;0;1;12;1;5;1550;1;3012;55;1;4; ; ;1;27477;9;11001
2015;2;68592;06/01/2015;11;1;2;1;N;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;11;14;0;60296;2661;48;48;0;1;12;2;50;1550;1;3012;55;1;4; ; ;1;27478;9;11001
2015;2;63306;05/25/15;11;1;2;1;C;3;1; ;7;2014;0;0;0;0;470;0;0;0;0;2;1;38;0;0;5820;112;0;0;1;14;2;70;1550;1;6290;52;1;4; ; ;1;27479;19;11001
2015;2;68588;06/01/2015;11;1;2;1;N;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;11;14;0;60296;2661;48;48;0;1;12;2;50;1550;1;3012;55;1;4; ; ;1;27480;9;11001
2015;2;67077;06/23/15;11;1;2;1;C;3;2;1;3;2015;0;0;0;0;36;0;0;0;0;2;0;6;0;0;372;6;0;0;1;3;2;45;1550;1;408;62;2;5; ; ;1;27481;10;11001
2015;2;68594;06/01/2015;11;1;2;1;N;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;11;16;0;60296;2661;48;48;0;1;12;2;50;1550;1;3012;55;1;4; ; ;1;27482;9;11001
2015;2;68596;06/01/2015;11;1;2;1;N;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;13;16;0;60296;2661;48;48;0;1;12;1;5;1550;1;3012;55;1;4; ; ;1;27483;9;11001
2015;2;16262;06/16/15;11;1;2;4;C;3;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;1;0;0;0;0;4;60;1550;2;600;600;0;0; ; ;1;27484;12;11001
2014;3;63307;08/30/14;11;1;2;1;N;3;1; ;7;2014;0;0;0;0;470;0;0;0;0;2;2;40;0;12500;5820;112;112;0;1;14;1;5;1550;1;6290;52;1;4; ; ;1;27485;19;11001
2014;3;59434;09/22/14;11;1;2;1;C;3;2;1;2;2014;0;0;0;0;150;0;0;0;0;2;0;10;0;0;564;12;0;0;1;3;3;80;1550;1;714;47;1;4; ; ;1;27486;9;11001
2014;3;60329;09/23/14;11;1;2;1;C;3;2;3;1;2014;0;0;0;0;44;10;9;10000;2;2;0;12;0;0;456;11;0;0;1;5;3;5;1550;1;500;41;1;4; ; ;1;27487;10;11001
2014;3;63306;08/30/14;11;1;2;1;N;3;1; ;7;2014;0;0;0;0;470;0;0;0;0;2;2;40;0;12500;5820;112;112;0;1;14;1;5;1550;1;6290;52;1;4; ; ;1;27488;19;11001
2014;3;58757;09/23/14;11;1;2;1;C;2;1;0;12;2013;0;0;0;0;200;11;20;6000;1;2;0;9;0;0;1180;20;0;5;1;4;3;90;1550;1;1380;59;2;5; ; ;1;27489;8;11001
2014;3;42310;08/22/14;11;1;2;3;T;2;1;0;10;2011;0;0;7;2014;210;0;0;0;0;2;0;0;0;0;2268;48;0;0;0;0;6;100;1550;1;2478;47;1;4; ; ;1;27490;8;11001
2014;3;16262;09/16/14;11;1;2;4;C;3;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;1;0;0;0;0;4;60;1550;2;600;600;0;0; ; ;1;27491;12;11001
2014;1;54847;03/18/14;11;1;2;1;C;2;1; ;8;2013;0;0;0;0;700;0;0;0;0;3;3;22;0;0;4800;96;8;8;1;12;2;90;1550;1;5500;50;2;5; ; ;1;27492;8;11001
2014;1;54848;03/18/14;11;1;2;1;C;2;1; ;9;2013;0;0;0;0;700;0;0;0;0;3;3;22;0;0;4800;96;4;2;1;12;2;95;1550;1;5500;50;2;5; ; ;1;27493;8;11001
2014;1;54845;03/18/14;11;1;2;1;C;2;1; ;8;2013;0;0;0;0;700;0;0;0;0;3;3;22;0;0;4800;96;0;4;1;12;2;90;1550;1;5500;50;2;5; ; ;1;27494;8;11001
2014;1;54846;03/18/14;11;1;2;1;C;2;1; ;8;2013;0;0;0;0;700;0;0;0;0;3;3;22;0;0;4800;96;8;4;1;12;2;90;1550;1;5500;50;2;5; ; ;1;27495;8;11001
2014;2;52636;06/11/2014;11;2;2;3;T;2;1;0;5;2013;0;0;5;2014;122;0;0;0;0;2;0;0;0;0;2257;48;0;0;1;6;6;100;1550;1;2379;47;1;4; ; ;1;27496;7;11001
2014;2;42310;05/10/2014;11;1;2;1;C;2;1;0;10;2011;0;0;0;0;210;0;0;0;0;2;7;29;0;0;2268;48;0;0;0;0;4;90;1550;1;2478;47;1;4; ; ;1;27497;8;11001
2014;2;16262;06/06/2014;11;1;2;4;C;3;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;1;0;0;0;0;4;60;1550;2;600;600;0;0; ; ;1;27498;12;11001
2015;1;63306;02/24/15;11;1;2;1;C;3;1; ;7;2014;0;0;0;0;470;0;0;0;0;2;4;26;0;0;5820;112;0;0;1;14;2;50;1550;1;6290;52;1;4; ; ;1;27499;19;11001
2015;1;63307;02/24/15;11;1;2;1;C;3;1; ;7;2014;0;0;0;0;470;0;0;0;0;2;4;26;0;0;5820;112;0;0;1;14;2;50;1550;1;6290;52;1;4; ; ;1;27500;19;11001
2015;1;60329;03/21/15;11;1;2;1;C;3;2;3;1;2014;0;0;0;0;44;10;9;10000;2;2;0;15;0;0;456;11;0;0;1;5;4;80;1550;1;500;41;1;4; ; ;1;27501;10;11001
2015;1;66171;02/21/15;11;1;2;1;N;3;2;1;12;2014;0;0;0;0;154;0;0;0;0;2;0;4;0;184;220;4;0;0;1;3;2;30;1550;1;374;55;1;4; ; ;1;27502;18;11001
2015;1;16262;03/12/2015;11;1;2;4;C;3;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;1;0;0;0;0;4;60;1550;2;600;600;0;0; ; ;1;27503;12;11001
2014;4;60329;12/19/14;11;1;2;1;C;3;2;3;1;2014;0;0;0;0;44;10;9;10000;2;2;0;5;0;0;456;11;0;0;1;5;3;90;1550;1;500;41;1;4; ; ;1;27504;10;11001
2014;4;63306;11/21/14;11;1;2;1;C;3;1; ;7;2014;0;0;0;0;470;0;0;0;0;2;5;30;0;0;5820;112;0;0;1;14;2;40;1550;1;6290;52;1;4; ; ;1;27505;19;11001
2014;4;63307;11/21/14;11;1;2;1;C;3;1; ;7;2014;0;0;0;0;470;0;0;0;0;2;5;30;0;0;5820;112;0;0;1;14;2;40;1550;1;6290;52;1;4; ; ;1;27506;19;11001
2014;4;16262;12/10/2014;11;1;2;4;C;3;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;1;0;0;0;0;4;60;1550;2;600;600;0;0; ; ;1;27507;12;11001
2016;3;68596;09/01/2016;11;1;2;3;T;2;1;0;4;2015;0;0;8;2016;351;0;0;0;0;2;0;0;0;0;2661;48;0;0;1;12;6;100;1550;1;3012;55;1;4;2;2;1;27508;9;11001
2016;3;68595;09/01/2016;11;1;2;3;T;2;1;0;4;2015;0;0;8;2016;351;0;0;0;0;2;0;0;0;0;2661;48;0;0;1;12;6;100;1550;1;3012;55;1;4;2;2;1;27509;9;11001
2016;3;16262;10/12/2016;11;1;2;4;C;3;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;1;0;0;0;0;4;60;1550;2;600;600;0;0;2;2;1;27510;12;11001
2016;3;66171;08/11/2016;11;1;2;2;C;3;2;1;12;2014;0;0;0;0;154;0;0;0;0;2;0;0;0;0;220;4;0;0;1;3;2;100;1550;2;374;55;1;4;2;2;1;27511;18;11001
2016;4;69295;12/15/16;11;2;2;1;C;3;2;1;6;2015;0;0;0;0;48;0;0;0;0;2;0;3;0;0;330;8;0;0;1;4;5;80;1550;2;378;41;1;3;2;2;1;27512;10;11001
2016;4;16262;01/13/17;11;1;2;4;C;3;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;1;0;0;0;0;4;60;1550;2;600;600;0;0;2;2;1;27513;12;11001
2016;4;66171;11/12/2016;11;1;2;2;C;3;2;1;12;2014;0;0;0;0;154;0;0;0;0;2;0;0;0;0;220;4;0;0;1;3;2;100;1550;2;374;55;1;4;2;2;1;27514;18;11001
2016;2;68596;06/01/2016;11;1;2;1;C;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;13;23;0;0;2661;48;0;0;1;12;5;80;1550;1;3012;55;1;4;2;2;1;27515;9;11001
2016;2;16262;06/21/16;11;1;2;4;C;3;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;1;0;0;0;0;4;60;1550;2;600;600;0;0;2;2;1;27516;12;11001
2016;2;63307;05/03/2016;11;1;2;3;T;3;1;0;7;2014;0;0;4;2016;470;0;0;0;0;2;0;0;0;0;5820;112;0;0;1;14;6;100;1550;1;6290;52;1;4;2;2;1;27517;19;11001
2016;2;68594;06/01/2016;11;1;2;3;T;2;1;0;4;2015;0;0;5;2016;351;0;0;0;0;2;0;0;0;0;2661;48;0;0;1;12;6;100;1550;1;3012;55;1;4;2;2;1;27518;9;11001
2016;2;66171;05/13/16;11;1;2;2;C;3;2;1;12;2014;0;0;0;0;154;0;0;0;0;2;0;0;0;0;220;4;0;0;1;3;2;100;1550;2;374;55;1;4;2;2;1;27519;18;11001
2016;2;32033;05/18/16;11;1;2;3;T;3;2;0;8;2008;0;0;4;2016;70;12;4;1000;1;2;0;0;0;0;650;4;0;0;0;0;6;100;1550;1;720;163;2;5;2;2;1;27520;15;11001
2016;2;68593;06/01/2016;11;1;2;3;T;2;1;0;4;2015;0;0;5;2016;351;0;0;0;0;2;0;0;0;0;2661;48;0;0;1;12;6;100;1550;1;3012;55;1;4;2;2;1;27521;9;11001
2016;2;68595;06/01/2016;11;1;2;1;C;2;1;0;4;2015;0;0;0;0;351;0;0;0;0;2;13;23;0;0;2661;48;0;0;1;12;5;80;1550;1;3012;55;1;4;2;2;1;27522;9;11001
2016;1;72799;02/10/2016;11;1;2;1;C;3;2;1;9;2015;0;0;0;0;48;0;0;0;0;2;0;7;0;0;432;8;0;0;0;4;2;100;1550;1;480;54;1;4;2;2;1;27523;14;11001
